playlist,stem_type,title,filename
lo-fi Vocals,vocals,Warm,01-01 Warm.flac
lo-fi Vocals,vocals,Who Could Win A Rabbit,01-02 Who Could Win A Rabbit.flac
lo-fi Vocals,vocals,"Sincerely Yours, The D.A.C.","01-23 Sincerely Yours, The D.A.C.flac"
lo-fi Vocals,vocals,Something For Your M.I.N.D.,01-01 Something For Your M.I.N.D.flac
lo-fi Vocals,vocals,Can I Watch? (feat. Apani B as Nikki),01-09 Can I Watch  (feat. Apani B as Nikki).flac
lo-fi Vocals,vocals,Windowpane,01-02 Windowpane.flac
lo-fi Vocals,vocals,Your Favorite Place,01-04 Your Favorite Place.flac
lo-fi Vocals,vocals,Something For Your M.I.N.D.,01-06 Something For Your M.I.N.D.flac
lo-fi Instrumentals,instrumental,Warm,01-01 Warm.flac
lo-fi Instrumentals,instrumental,Who Could Win A Rabbit,01-02 Who Could Win A Rabbit.flac
lo-fi Instrumentals,instrumental,"Sincerely Yours, The D.A.C.","01-23 Sincerely Yours, The D.A.C.flac"
lo-fi Instrumentals,instrumental,Something For Your M.I.N.D.,01-01 Something For Your M.I.N.D.flac
lo-fi Instrumentals,instrumental,Can I Watch? (feat. Apani B as Nikki),01-09 Can I Watch  (feat. Apani B as Nikki).flac
lo-fi Instrumentals,instrumental,Windowpane,01-02 Windowpane.flac
lo-fi Instrumentals,instrumental,Your Favorite Place,01-04 Your Favorite Place.flac
lo-fi Instrumentals,instrumental,Something For Your M.I.N.D.,01-06 Something For Your M.I.N.D.flac
lush Vocals,vocals,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto","01-35 Symphony No. 9 in D Minor, Op. 125 _Choral_  II. Molto vivace - Presto.flac"
lush Vocals,vocals,Turn to Stone,01-01 Turn to Stone.flac
lush Vocals,vocals,Worry Wart,01-01 Worry Wart.flac
lush Vocals,vocals,"Suite Bergamasque, L. 75: III. Clair De Lune","01-05 Suite Bergamasque, L. 75  III. Clair De Lune.flac"
lush Vocals,vocals,Why Won't They Talk To Me?,01-06 Why Won't They Talk To Me.flac
lush Vocals,vocals,Virginia Tech,01-01 Virginia Tech.flac
lush Vocals,vocals,Truth,01-01 Truth.flac
lush Vocals,vocals,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
lush Vocals,vocals,Violent Crimes,01-07 Violent Crimes.flac
lush Vocals,vocals,waves  (Tame Impala Remix),01-01 waves.flac
lush Vocals,vocals,Two Weeks,01-02 Two Weeks.flac
lush Vocals,vocals,"Symphony No. 9 in D Minor, Op. 125 ""Choral"" - II. Molto vivace",01-04 II. Molto vivace.flac
lush Vocals,vocals,When You Die,01-03 When You Die.flac
lush Vocals,vocals,"Die Hochzeit des Figaro, KV 492: Ouvertüre","01-05 Die Hochzeit des Figaro, KV 492  Ouvertüre.flac"
lush Instrumentals,instrumental,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto","01-35 Symphony No. 9 in D Minor, Op. 125 _Choral_  II. Molto vivace - Presto.flac"
lush Instrumentals,instrumental,Turn to Stone,01-01 Turn to Stone.flac
lush Instrumentals,instrumental,Worry Wart,01-01 Worry Wart.flac
lush Instrumentals,instrumental,"Suite Bergamasque, L. 75: III. Clair De Lune","01-05 Suite Bergamasque, L. 75  III. Clair De Lune.flac"
lush Instrumentals,instrumental,Why Won't They Talk To Me?,01-06 Why Won't They Talk To Me.flac
lush Instrumentals,instrumental,Virginia Tech,01-01 Virginia Tech.flac
lush Instrumentals,instrumental,Truth,01-01 Truth.flac
lush Instrumentals,instrumental,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
lush Instrumentals,instrumental,Violent Crimes,01-07 Violent Crimes.flac
lush Instrumentals,instrumental,waves  (Tame Impala Remix),01-01 waves.flac
lush Instrumentals,instrumental,Two Weeks,01-02 Two Weeks.flac
lush Instrumentals,instrumental,"Symphony No. 9 in D Minor, Op. 125 ""Choral"" - II. Molto vivace",01-04 II. Molto vivace.flac
lush Instrumentals,instrumental,When You Die,01-03 When You Die.flac
lush Instrumentals,instrumental,"Die Hochzeit des Figaro, KV 492: Ouvertüre","01-05 Die Hochzeit des Figaro, KV 492  Ouvertüre.flac"
psychedelic Vocals,vocals,You've Got a Woman,01-01 You've Got a Woman.flac
psychedelic Vocals,vocals,Gyöngyhajú lány,01-02 Gyöngyhajú lány.flac
psychedelic Instrumentals,instrumental,You've Got a Woman,01-01 You've Got a Woman.flac
psychedelic Instrumentals,instrumental,Gyöngyhajú lány,01-02 Gyöngyhajú lány.flac
breakdown-rich Vocals,vocals,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
breakdown-rich Vocals,vocals,When I Was Done Dying,01-03 When I Was Done Dying.flac
breakdown-rich Vocals,vocals,You Never Give Me Your Money (Remastered),01-09 You Never Give Me Your Money.flac
breakdown-rich Vocals,vocals,White Room,01-01 White Room.flac
breakdown-rich Vocals,vocals,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
breakdown-rich Vocals,vocals,Willing & Able,01-05 Willing & Able.flac
breakdown-rich Vocals,vocals,Westbound Train,01-05 Westbound Train.flac
breakdown-rich Vocals,vocals,Vidya,01-07 Vidya.flac
breakdown-rich Vocals,vocals,Truth,01-01 Truth.flac
breakdown-rich Vocals,vocals,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
breakdown-rich Vocals,vocals,Voices,01-08 Voices.flac
breakdown-rich Vocals,vocals,Szerencsétlen,01-02 Szerencsétlen.flac
breakdown-rich Vocals,vocals,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
breakdown-rich Vocals,vocals,Wait,01-03 Wait.flac
breakdown-rich Vocals,vocals,What I Want,01-01 What I Want.flac
breakdown-rich Vocals,vocals,Violent Crimes,01-07 Violent Crimes.flac
breakdown-rich Vocals,vocals,You Ain't The Problem,01-01 You Ain't The Problem.flac
breakdown-rich Vocals,vocals,Weekend Wars (Album Version),01-02 Weekend Wars.flac
breakdown-rich Vocals,vocals,Waterfalls,01-08 Waterfalls.flac
breakdown-rich Vocals,vocals,Venom's In,01-07 Venom's In.flac
breakdown-rich Vocals,vocals,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
breakdown-rich Vocals,vocals,waves  (Tame Impala Remix),01-01 waves.flac
breakdown-rich Vocals,vocals,Who's The Blacksheep,01-01 Who's The Blacksheep.flac
breakdown-rich Vocals,vocals,Young Americans   (Single Version; 2002 Remaster),01-09 Young Americans.flac
breakdown-rich Vocals,vocals,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
breakdown-rich Vocals,vocals,You & Me,01-11 You & Me.flac
breakdown-rich Vocals,vocals,Weird Fishes,01-01 Weird Fishes.flac
breakdown-rich Vocals,vocals,Wouldn't Leave,01-04 Wouldn't Leave.flac
breakdown-rich Vocals,vocals,When You Die,01-03 When You Die.flac
breakdown-rich Vocals,vocals,White Noise,01-05 White Noise.flac
breakdown-rich Vocals,vocals,Where Is The Love?,01-13 Where Is The Love.flac
breakdown-rich Vocals,vocals,West End Girls  (2001 Remaster),02-06 West End Girls.flac
breakdown-rich Instrumentals,instrumental,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
breakdown-rich Instrumentals,instrumental,When I Was Done Dying,01-03 When I Was Done Dying.flac
breakdown-rich Instrumentals,instrumental,You Never Give Me Your Money (Remastered),01-09 You Never Give Me Your Money.flac
breakdown-rich Instrumentals,instrumental,White Room,01-01 White Room.flac
breakdown-rich Instrumentals,instrumental,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
breakdown-rich Instrumentals,instrumental,Willing & Able,01-05 Willing & Able.flac
breakdown-rich Instrumentals,instrumental,Westbound Train,01-05 Westbound Train.flac
breakdown-rich Instrumentals,instrumental,Vidya,01-07 Vidya.flac
breakdown-rich Instrumentals,instrumental,Truth,01-01 Truth.flac
breakdown-rich Instrumentals,instrumental,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
breakdown-rich Instrumentals,instrumental,Voices,01-08 Voices.flac
breakdown-rich Instrumentals,instrumental,Szerencsétlen,01-02 Szerencsétlen.flac
breakdown-rich Instrumentals,instrumental,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
breakdown-rich Instrumentals,instrumental,Wait,01-03 Wait.flac
breakdown-rich Instrumentals,instrumental,What I Want,01-01 What I Want.flac
breakdown-rich Instrumentals,instrumental,Violent Crimes,01-07 Violent Crimes.flac
breakdown-rich Instrumentals,instrumental,You Ain't The Problem,01-01 You Ain't The Problem.flac
breakdown-rich Instrumentals,instrumental,Weekend Wars (Album Version),01-02 Weekend Wars.flac
breakdown-rich Instrumentals,instrumental,Waterfalls,01-08 Waterfalls.flac
breakdown-rich Instrumentals,instrumental,Venom's In,01-07 Venom's In.flac
breakdown-rich Instrumentals,instrumental,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
breakdown-rich Instrumentals,instrumental,waves  (Tame Impala Remix),01-01 waves.flac
breakdown-rich Instrumentals,instrumental,Who's The Blacksheep,01-01 Who's The Blacksheep.flac
breakdown-rich Instrumentals,instrumental,Young Americans   (Single Version; 2002 Remaster),01-09 Young Americans.flac
breakdown-rich Instrumentals,instrumental,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
breakdown-rich Instrumentals,instrumental,You & Me,01-11 You & Me.flac
breakdown-rich Instrumentals,instrumental,Weird Fishes,01-01 Weird Fishes.flac
breakdown-rich Instrumentals,instrumental,Wouldn't Leave,01-04 Wouldn't Leave.flac
breakdown-rich Instrumentals,instrumental,When You Die,01-03 When You Die.flac
breakdown-rich Instrumentals,instrumental,White Noise,01-05 White Noise.flac
breakdown-rich Instrumentals,instrumental,Where Is The Love?,01-13 Where Is The Love.flac
breakdown-rich Instrumentals,instrumental,West End Girls  (2001 Remaster),02-06 West End Girls.flac
filter-friendly Vocals,vocals,Vidya,01-07 Vidya.flac
filter-friendly Instrumentals,instrumental,Vidya,01-07 Vidya.flac
key-adaptable Vocals,vocals,"Comptine d'un autre été, l'après-midi","01-03 Comptine d'un autre été, l'après-midi.flac"
key-adaptable Vocals,vocals,"Violin Romance No. 2 in F Major, Op. 50 (Live at Muziekcentrum, Enschede, 1997 / Applause Removed)","01-01 Violin Romance No. 2 in F Major, Op. 50.flac"
key-adaptable Vocals,vocals,You're So Vain (LP Version),01-03 You're So Vain.flac
key-adaptable Vocals,vocals,"Suite bergamasque, CD 82, L. 75 - III. Clair de Lune",01-07 III. Clair de Lune.flac
key-adaptable Vocals,vocals,Why Won't They Talk To Me?,01-06 Why Won't They Talk To Me.flac
key-adaptable Vocals,vocals,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
key-adaptable Vocals,vocals,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
key-adaptable Vocals,vocals,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
key-adaptable Vocals,vocals,Violent Crimes,01-07 Violent Crimes.flac
key-adaptable Vocals,vocals,We Have All the Time in the World,01-04 We Have All the Time in the World.flac
key-adaptable Vocals,vocals,You're Going To Lose That Girl (Remastered),01-06 You're Going To Lose That Girl.flac
key-adaptable Vocals,vocals,Windowpane,01-02 Windowpane.flac
key-adaptable Vocals,vocals,What A Wonderful World,02-01 What A Wonderful World.flac
key-adaptable Vocals,vocals,What A Difference A Day Made,01-07 What A Difference A Day Made.flac
key-adaptable Instrumentals,instrumental,"Comptine d'un autre été, l'après-midi","01-03 Comptine d'un autre été, l'après-midi.flac"
key-adaptable Instrumentals,instrumental,"Violin Romance No. 2 in F Major, Op. 50 (Live at Muziekcentrum, Enschede, 1997 / Applause Removed)","01-01 Violin Romance No. 2 in F Major, Op. 50.flac"
key-adaptable Instrumentals,instrumental,You're So Vain (LP Version),01-03 You're So Vain.flac
key-adaptable Instrumentals,instrumental,"Suite bergamasque, CD 82, L. 75 - III. Clair de Lune",01-07 III. Clair de Lune.flac
key-adaptable Instrumentals,instrumental,Why Won't They Talk To Me?,01-06 Why Won't They Talk To Me.flac
key-adaptable Instrumentals,instrumental,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
key-adaptable Instrumentals,instrumental,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
key-adaptable Instrumentals,instrumental,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
key-adaptable Instrumentals,instrumental,Violent Crimes,01-07 Violent Crimes.flac
key-adaptable Instrumentals,instrumental,We Have All the Time in the World,01-04 We Have All the Time in the World.flac
key-adaptable Instrumentals,instrumental,You're Going To Lose That Girl (Remastered),01-06 You're Going To Lose That Girl.flac
key-adaptable Instrumentals,instrumental,Windowpane,01-02 Windowpane.flac
key-adaptable Instrumentals,instrumental,What A Wonderful World,02-01 What A Wonderful World.flac
key-adaptable Instrumentals,instrumental,What A Difference A Day Made,01-07 What A Difference A Day Made.flac
layer-friendly Vocals,vocals,We The People....,01-02 We The People.flac
layer-friendly Vocals,vocals,Bourée,01-03 Bourée.flac
layer-friendly Vocals,vocals,What If I Go?,01-07 What If I Go.flac
layer-friendly Vocals,vocals,Warm,01-01 Warm.flac
layer-friendly Vocals,vocals,Wildfires,01-05 Wildfires.flac
layer-friendly Vocals,vocals,Wish You Were Here,01-04 Wish You Were Here.flac
layer-friendly Vocals,vocals,Wish I Didn't Miss You (Album Version),01-06 Wish I Didn't Miss You.flac
layer-friendly Vocals,vocals,Uptown Festival  (Medley),01-15 Uptown Festival.flac
layer-friendly Vocals,vocals,You've Got a Woman,01-01 You've Got a Woman.flac
layer-friendly Vocals,vocals,Vital Signs (Tame Impala Cover),02-06 Vital Signs.flac
layer-friendly Vocals,vocals,Worlds to Run,01-06 Worlds to Run.flac
layer-friendly Vocals,vocals,You Can Have It All,01-04 You Can Have It All.flac
layer-friendly Vocals,vocals,Yellow Magic (Tong Poo),01-06 Yellow Magic (Tong Poo).flac
layer-friendly Vocals,vocals,"Comptine d'un autre été, l'après-midi","01-03 Comptine d'un autre été, l'après-midi.flac"
layer-friendly Vocals,vocals,You Sexy Thing,01-02 You Sexy Thing.flac
layer-friendly Vocals,vocals,Twerk,01-01 Twerk.flac
layer-friendly Vocals,vocals,Worry Wart,01-01 Worry Wart.flac
layer-friendly Vocals,vocals,Wait for the Moment,01-01 Wait for the Moment.flac
layer-friendly Vocals,vocals,"Suite Bergamasque, L. 75: III. Clair De Lune","01-05 Suite Bergamasque, L. 75  III. Clair De Lune.flac"
layer-friendly Vocals,vocals,Who Loves the Sun  (2015 Remaster),01-01 Who Loves the Sun.flac
layer-friendly Vocals,vocals,Gyöngyhajú lány,01-02 Gyöngyhajú lány.flac
layer-friendly Vocals,vocals,"Sincerely Yours, The D.A.C.","01-23 Sincerely Yours, The D.A.C.flac"
layer-friendly Vocals,vocals,"Violin Romance No. 2 in F Major, Op. 50 (Live at Muziekcentrum, Enschede, 1997 / Applause Removed)","01-01 Violin Romance No. 2 in F Major, Op. 50.flac"
layer-friendly Vocals,vocals,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
layer-friendly Vocals,vocals,Ziggy Stardust  (2012 Remaster),01-09 Ziggy Stardust.flac
layer-friendly Vocals,vocals,"Suite bergamasque, CD 82, L. 75 - III. Clair de Lune",01-07 III. Clair de Lune.flac
layer-friendly Vocals,vocals,Willing & Able,01-05 Willing & Able.flac
layer-friendly Vocals,vocals,White Hop,01-06 White Hop.flac
layer-friendly Vocals,vocals,White Winter Hymnal,01-02 White Winter Hymnal.flac
layer-friendly Vocals,vocals,Turn That Heartbeat Over Again,01-10 Turn That Heartbeat Over Again.flac
layer-friendly Vocals,vocals,Westbound Train,01-05 Westbound Train.flac
layer-friendly Vocals,vocals,Young Americans,01-01 Young Americans.flac
layer-friendly Vocals,vocals,Why Won't They Talk To Me?,01-06 Why Won't They Talk To Me.flac
layer-friendly Vocals,vocals,Virginia Tech,01-01 Virginia Tech.flac
layer-friendly Vocals,vocals,Woman (Remastered 2010),02-10 Woman.flac
layer-friendly Vocals,vocals,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
layer-friendly Vocals,vocals,Voices,01-08 Voices.flac
layer-friendly Vocals,vocals,Wake,01-01 Wake.flac
layer-friendly Vocals,vocals,What's Up?,01-03 What's Up.flac
layer-friendly Vocals,vocals,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
layer-friendly Vocals,vocals,With A Little Help From My Friends (Remastered),01-02 With A Little Help From My Friends.flac
layer-friendly Vocals,vocals,Weekend Wars (Album Version),01-02 Weekend Wars.flac
layer-friendly Vocals,vocals,Untitled #1,01-02 Untitled #1.flac
layer-friendly Vocals,vocals,Winters Love,01-04 Winters Love.flac
layer-friendly Vocals,vocals,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
layer-friendly Vocals,vocals,White Winter Hymnal,01-04 White Winter Hymnal.flac
layer-friendly Vocals,vocals,We Have All the Time in the World,01-04 We Have All the Time in the World.flac
layer-friendly Vocals,vocals,waves  (Tame Impala Remix),01-01 waves.flac
layer-friendly Vocals,vocals,5 a.m.,01-04 5 a.m.flac
layer-friendly Vocals,vocals,Who's The Blacksheep,01-01 Who's The Blacksheep.flac
layer-friendly Vocals,vocals,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"" - I. Adagio sostenuto",03-09 I. Adagio sostenuto.flac
